timestamp,robot_id,velocity,battery,temperature
2026-09-03T14:00:52.013Z,amr-03,1.101,78.5,48.6
2026-09-03T14:00:53.047Z,amr-01,0.977,89.1,31.7
2026-09-03T14:00:53.001Z,amr-02,1.320,39.2,33.8
2026-09-03T14:00:53.029Z,amr-03,1.250,78.3,48.9
2026-09-03T14:00:54.041Z,amr-01,1.047,88.9,31.3
2026-09-03T14:00:54.005Z,amr-02,1.503,38.8,34.1
2026-09-03T14:00:54.047Z,amr-03,1.062,78.1,48.9
2026-09-03T14:00:55.022Z,amr-01,0.760,88.8,31.2
2026-09-03T14:00:55.011Z,amr-02,1.589,38.5,34.0
2026-09-03T14:00:55.006Z,amr-03,1.098,77.9,49.5
2026-09-03T14:00:56.005Z,amr-01,0.965,88.6,31.3
2026-09-03T14:00:56.019Z,amr-02,1.434,38.2,34.2
2026-09-03T14:00:56.015Z,amr-03,0.732,77.7,49.9
2026-09-03T14:00:57.044Z,amr-01,0.692,88.5,31.4
2026-09-03T14:00:57.048Z,amr-02,1.364,37.9,34.1
2026-09-03T14:00:57.024Z,amr-03,1.028,77.6,50.0
2026-09-03T14:00:58.033Z,amr-01,0.896,88.4,31.3
2026-09-03T14:00:58.016Z,amr-02,1.200,37.6,34.2
2026-09-03T14:00:58.039Z,amr-03,1.088,77.4,50.0
2026-09-03T14:00:59.048Z,amr-01,0.695,88.2,31.6
2026-09-03T14:00:59.011Z,amr-02,1.408,37.2,34.1
2026-09-03T14:00:59.024Z,amr-03,1.141,77.2,50.4
2026-09-03T14:01:00.033Z,amr-01,0.880,88.1,31.6
2026-09-03T14:01:00.010Z,amr-02,1.482,36.9,34.1
2026-09-03T14:01:00.003Z,amr-03,0.849,77.1,51.0
2026-09-03T14:01:01.036Z,amr-01,1.147,87.9,31.6
2026-09-03T14:01:01.009Z,amr-02,1.629,36.6,34.0
2026-09-03T14:01:01.033Z,amr-03,0.995,76.9,51.4
2026-09-03T14:01:02.008Z,amr-01,0.922,87.8,31.6
2026-09-03T14:01:02.047Z,amr-02,1.676,36.2,34.4
2026-09-03T14:01:02.017Z,amr-03,1.221,76.7,51.3
2026-09-03T14:01:03.002Z,amr-01,0.657,87.6,31.6
2026-09-03T14:01:03.009Z,amr-02,1.190,35.9,34.7
2026-09-03T14:01:03.020Z,amr-03,1.197,76.5,51.3
2026-09-03T14:01:04.001Z,amr-01,1.111,87.4,31.8
2026-09-03T14:01:04.037Z,amr-02,1.510,35.6,34.6
2026-09-03T14:01:04.047Z,amr-03,1.013,76.4,51.5
2026-09-03T14:01:05.015Z,amr-01,0.798,87.3,31.8
2026-09-03T14:01:05.045Z,amr-02,1.161,35.3,34.3
2026-09-03T14:01:05.011Z,amr-03,0.729,76.2,51.8
2026-09-03T14:01:06.019Z,amr-01,0.799,87.1,32.0
2026-09-03T14:01:06.046Z,amr-02,1.511,34.9,34.6
2026-09-03T14:01:06.041Z,amr-03,1.129,76.0,51.8
2026-09-03T14:01:07.015Z,amr-01,0.631,87.0,-273.2
2026-09-03T14:01:07.009Z,amr-02,1.402,34.6,34.5
2026-09-03T14:01:07.001Z,amr-03,0.974,75.8,52.1
2026-09-03T14:01:08.044Z,amr-01,0.917,86.9,32.2
2026-09-03T14:01:08.004Z,amr-02,1.164,34.3,34.5
2026-09-03T14:01:08.011Z,amr-03,0.919,75.7,52.5
2026-09-03T14:01:09.037Z,amr-01,0.927,86.7,32.0
2026-09-03T14:01:09.042Z,amr-02,1.347,34.0,34.8
2026-09-03T14:01:09.036Z,amr-03,1.135,75.5,52.9
2026-09-03T14:01:10.007Z,amr-01,0.947,86.6,31.8
2026-09-03T14:01:10.019Z,amr-02,1.578,33.6,34.8
2026-09-03T14:01:10.040Z,amr-03,0.837,75.4,52.7
2026-09-03T14:01:11.023Z,amr-01,0.921,86.4,31.4
2026-09-03T14:01:11.002Z,amr-02,1.380,33.3,34.9
2026-09-03T14:01:11.048Z,amr-03,0.800,75.2,52.7
2026-09-03T14:01:12.043Z,amr-01,0.690,86.3,31.5
2026-09-03T14:01:12.047Z,amr-02,1.559,32.9,35.1
2026-09-03T14:01:12.010Z,amr-03,1.044,75.1,53.1
2026-09-03T14:01:13.012Z,amr-01,0.623,86.2,31.3
2026-09-03T14:01:13.000Z,amr-02,1.295,32.6,35.3
2026-09-03T14:01:13.015Z,amr-03,1.177,74.9,53.7
2026-09-03T14:01:14.003Z,amr-01,0.921,86.0,31.4
2026-09-03T14:01:14.031Z,amr-02,1.475,32.2,35.4
2026-09-03T14:01:14.020Z,amr-03,1.073,74.7,54.2
2026-09-03T14:01:15.015Z,amr-01,0.671,85.9,31.3
2026-09-03T14:01:15.043Z,amr-02,1.543,31.9,35.4
2026-09-03T14:01:15.036Z,amr-03,1.105,74.5,54.5
2026-09-03T14:01:16.021Z,amr-01,0.866,85.7,31.1
2026-09-03T14:01:16.023Z,amr-02,1.414,31.5,35.5
2026-09-03T14:01:16.032Z,amr-03,1.155,74.3,54.7
2026-09-03T14:01:17.018Z,amr-01,0.716,85.6,31.1
2026-09-03T14:01:17.026Z,amr-02,1.464,31.2,35.5
2026-09-03T14:01:18.041Z,amr-03,1.197,74.1,55.0
2026-09-03T14:01:18.047Z,amr-01,0.970,85.4,31.1
2026-09-03T14:01:18.046Z,amr-02,1.152,30.9,35.8
2026-09-03T14:01:17.040Z,amr-03,1.241,73.9,55.5
2026-09-03T14:01:19.020Z,amr-01,0.960,85.3,30.8
2026-09-03T14:01:19.010Z,amr-02,1.254,30.6,35.9
2026-09-03T14:01:19.006Z,amr-03,1.104,73.7,56.1
2026-09-03T14:01:20.002Z,amr-01,0.567,85.2,30.6
2026-09-03T14:01:20.041Z,amr-02,1.550,30.2,36.1
2026-09-03T14:01:20.031Z,amr-03,1.046,73.5,56.6
2026-09-03T14:01:21.021Z,amr-01,0.712,85.0,30.4
2026-09-03T14:01:21.001Z,amr-02,1.272,29.9,36.0
2026-09-03T14:01:21.038Z,amr-03,1.131,73.4,56.7
2026-09-03T14:01:22.023Z,amr-01,0.862,84.9,30.5
2026-09-03T14:01:22.004Z,amr-02,1.233,29.6,36.1
2026-09-03T14:01:22.031Z,amr-03,1.312,73.1,57.1
2026-09-03T14:01:23.025Z,amr-01,0.967,84.7,30.6
2026-09-03T14:01:23.047Z,amr-02,1.594,29.1,36.4
2026-09-03T14:01:23.036Z,amr-03,1.139,72.9,57.3
2026-09-03T14:01:24.024Z,amr-01,1.122,84.6,30.5
2026-09-03T14:01:24.039Z,amr-02,1.450,28.8,36.4
2026-09-03T14:01:24.037Z,amr-03,1.273,72.7,58.0
2026-09-03T14:01:25.040Z,amr-01,0.910,84.4,30.6
2026-09-03T14:01:25.010Z,amr-02,1.386,28.5,36.6
2026-09-03T14:01:25.001Z,amr-03,1.137,72.5,58.4
2026-09-03T14:01:26.033Z,amr-01,0.872,84.2,30.6
2026-09-03T14:01:26.005Z,amr-02,1.191,28.2,36.6
2026-09-03T14:01:26.005Z,amr-02,1.191,28.2,36.6
2026-09-03T14:01:26.043Z,amr-03,0.914,72.4,58.5
2026-09-03T14:01:27.005Z,amr-01,1.011,84.0,30.5
2026-09-03T14:01:27.039Z,amr-02,1.358,27.8,37.2
2026-09-03T14:01:27.018Z,amr-03,1.115,72.2,58.6
2026-09-03T14:01:28.037Z,amr-01,1.065,83.9,30.7
2026-09-03T14:01:28.031Z,amr-02,1.598,27.4,37.2
2026-09-03T14:01:28.015Z,amr-03,1.139,72.0,58.9
2026-09-03T14:01:29.030Z,amr-01,0.636,83.7,30.7
2026-09-03T14:01:29.006Z,amr-02,1.431,27.1,37.5
2026-09-03T14:01:29.000Z,amr-03,1.056,71.8,59.3
2026-09-03T14:01:30.011Z,amr-01,0.627,83.6,30.6
2026-09-03T14:01:30.031Z,amr-02,1.320,26.7,37.5
2026-09-03T14:01:30.012Z,amr-03,1.140,71.7,59.6
2026-09-03T14:01:31.043Z,amr-01,0.831,83.5,30.4
2026-09-03T14:01:31.000Z,amr-02,1.282,26.4,37.3
2026-09-03T14:01:31.032Z,amr-03,0.769,71.5,60.0
2026-09-03T14:01:32.012Z,amr-01,0.837,83.3,30.3
2026-09-03T14:01:32.020Z,amr-02,1.404,26.0,37.4
2026-09-03T14:01:32.000Z,amr-03,0.761,71.4,60.2
2026-09-03T14:01:33.009Z,amr-01,0.661,83.2,30.2
2026-09-03T14:01:33.040Z,amr-02,1.459,25.7,37.6
2026-09-03T14:01:33.002Z,amr-03,1.301,71.2,60.2
2026-09-03T14:01:34.000Z,amr-01,0.939,83.0,29.9
2026-09-03T14:01:34.037Z,amr-02,1.297,25.4,37.6
2026-09-03T14:01:34.011Z,amr-03,1.232,70.9,60.6
2026-09-03T14:01:35.034Z,amr-01,0.933,82.9,29.6
2026-09-03T14:01:35.027Z,amr-02,1.157,25.1,37.8
2026-09-03T14:01:35.013Z,amr-03,0.856,70.8,60.4
2026-09-03T14:01:36.044Z,amr-01,0.916,82.7,29.7
2026-09-03T14:01:36.037Z,amr-02,1.634,24.7,37.7
2026-09-03T14:01:36.044Z,amr-03,1.047,70.6,60.9
2026-09-03T14:01:37.031Z,amr-01,0.722,82.6,29.4
2026-09-03T14:01:37.023Z,amr-02,1.524,24.3,37.5
2026-09-03T14:01:37.021Z,amr-03,1.069,70.4,60.9
2026-09-03T14:01:38.010Z,amr-01,0.757,82.4,29.3
2026-09-03T14:01:38.007Z,amr-02,1.470,23.9,37.5
2026-09-03T14:01:38.017Z,amr-03,1.123,70.3,61.2
2026-09-03T14:01:39.034Z,amr-01,0.645,82.3,29.1
2026-09-03T14:01:39.003Z,amr-02,1.280,23.5,37.4
2026-09-03T14:01:39.040Z,amr-03,1.143,70.1
2026-09-03T14:01:40.045Z,amr-01,0.867,82.1,29.0
2026-09-03T14:01:40.005Z,amr-02,1.684,23.0,37.5
2026-09-03T14:01:40.031Z,amr-03,1.196,69.9,61.5
2026-09-03T14:01:41.004Z,amr-01,1.006,82.0,29.2
2026-09-03T14:01:41.015Z,amr-02,1.373,22.7,37.5
2026-09-03T14:01:41.014Z,amr-03,1.069,69.7,61.6
2026-09-03T14:01:42.048Z,amr-01,0.507,81.9,29.2
2026-09-03T14:01:42.001Z,amr-02,1.263,22.4,37.7
2026-09-03T14:01:42.017Z,amr-03,1.048,69.6,61.6
2026-09-03T14:01:43.043Z,amr-01,1.034,81.7,29.4
2026-09-03T14:01:43.000Z,amr-02,1.475,21.9,38.0
2026-09-03T14:01:43.000Z,amr-03,0.926,69.4,61.9
2026-09-03T14:01:44.009Z,amr-01,0.662,81.6,29.4
2026-09-03T14:01:44.013Z,amr-02,1.515,21.6,38.0
2026-09-03T14:01:44.034Z,amr-03,1.028,69.2,62.2
2026-09-03T14:01:45.004Z,amr-01,0.855,81.4,29.1
2026-09-03T14:01:45.031Z,amr-02,1.306,21.3,38.1
2026-09-03T14:01:45.044Z,amr-03,1.369,69.0,62.7
2026-09-03T14:01:46.010Z,amr-01,0.773,81.3,29.5
2026-09-03T14:01:46.018Z,amr-02,1.482,20.9,38.1
2026-09-03T14:01:46.026Z,amr-03,1.107,68.8,62.6
2026-09-03T14:01:47.017Z,amr-01,ERR,81.1,29.6
2026-09-03T14:01:47.033Z,amr-02,1.395,20.6,38.0
2026-09-03T14:01:47.038Z,amr-03,1.032,68.7,62.9
2026-09-03T14:01:48.044Z,amr-01,0.807,81.0,29.7
2026-09-03T14:01:48.035Z,amr-02,1.448,20.3,37.9
2026-09-03T14:01:48.012Z,amr-03,1.016,68.5,63.4
2026-09-03T14:01:49.016Z,amr-01,0.952,80.8,30.2
2026-09-03T14:01:49.005Z,amr-02,1.468,19.9,37.9
2026-09-03T14:01:49.049Z,amr-03,1.168,68.3,63.4
2026-09-03T14:01:50.009Z,amr-01,0.754,80.7,30.1
2026-09-03T14:01:50.019Z,amr-02,1.548,19.5,37.9
2026-09-03T14:01:50.034Z,amr-03,0.888,68.2,63.6
2026-09-03T14:01:51.007Z,amr-01,0.679,80.5,30.0
2026-09-03T14:01:51.045Z,amr-02,1.223,19.1,38.1
2026-09-03T14:01:51.021Z,amr-03,1.132,68.0,64.2
2026-09-03T14:01:52.038Z,amr-01,0.709,80.4,29.6
2026-09-03T14:01:52.032Z,amr-02,1.275,18.8,38.1
2026-09-03T14:01:52.004Z,amr-03,0.871,67.8,64.7
2026-09-03T14:01:53.031Z,amr-01,0.800,80.3,29.8
2026-09-03T14:01:53.031Z,amr-02,1.211,18.4,38.3
2026-09-03T14:01:53.009Z,amr-03,0.953,67.6,64.7
2026-09-03T14:01:54.024Z,amr-01,0.841,80.1,29.8
2026-09-03T14:01:54.008Z,amr-02,1.471,18.1,37.9
2026-09-03T14:01:54.005Z,amr-03,0.933,67.5,64.8
2026-09-03T14:01:55.025Z,amr-01,0.619,80.0,29.5
2026-09-03T14:01:55.020Z,amr-02,1.498,17.7,37.8
2026-09-03T14:01:55.019Z,amr-03,1.106,67.3,65.0
2026-09-03T14:01:56.017Z,amr-01,0.913,79.8,29.5
2026-09-03T14:01:56.000Z,amr-02,1.263,17.3,37.9
2026-09-03T14:01:56.017Z,amr-03,1.090,67.1,65.4
2026-09-03T14:01:57.046Z,amr-01,0.696,79.7,29.5
2026-09-03T14:01:57.019Z,amr-02,1.419,16.9,38.1
2026-09-03T14:01:57.040Z,amr-03,0.988,66.9,65.5
2026-09-03T14:01:58.011Z,amr-01,0.936,79.5,29.5
2026-09-03T14:01:58.040Z,amr-02,1.468,16.6,37.9
2026-09-03T14:01:58.027Z,amr-03,1.301,66.7,66.1
2026-09-03T14:01:59.042Z,amr-01,0.784,79.4,29.6
2026-09-03T14:01:59.021Z,amr-02,1.404,16.2,37.9
2026-09-03T14:01:59.014Z,amr-03,1.104,66.5,66.6
